product_id,post_title,price,z_score
4962,Château Turcaud Bordeaux Blanc Cuvée Majeure 2018,11.3,-0.7624713184468727
5519,Domaine Chambeyron Côtes du Rhône 2017,12.9,-0.7049362097643449
4208,Domaine Montrose Côtes de Thongue Rosé 2019,7.6,-0.8955212572752184
4299,Domaine de La Tour Du Bon Bandol Rouge Saint Ferréol 2018,39.1,0.23720119491204883
5485,Decelle-Villa Savigny-Lès-Beaune Blanc 2018,33.4,0.032232370230543234
5380,Nouvelle-Zélande Marlborough Momo Sauvignon Blanc 2018,18.0,-0.5215430508387873
5794,Château Fonréaud Bordeaux Blanc Le Cygne 2016,21.7,-0.3884931120104417
4174,Maurel Cabardès Tradition 2017,5.7,-0.9638441988357203
6621,Thierry Germain Saumur-Champigny La Marginale 2018,35.2,0.09695936749838723
5580,Lucien Boillot Puligny-Montrachet 1er Cru Les Perrières 2016,83.7,1.8409923494375129
4719,Domaine Schoenheitz Pinot Noir Tradition 2019,12.5,-0.7193199869349768
6226,Le Pas de l'Escalette Terrasses du Larzac Le Pas de D. 2017,20.4,-0.4352403878149956
6928,Le Cèdre de Jean Faure Saint-Emilion 2016,19.0,-0.4855836079122074
4281,Château de Cazeneuve Val de Montferrand Rouge Caza Sorix 2019,11.6,-0.7516834855688987
5069,Albert Mann Pinot Noir Les Saintes Claires 2017,65.0,1.1685507667104684
4103,Emile Boeckel Riesling Grand Cru Wiebelsberg 2016,16.3,-0.5826741038139731
4049,Pierre Gaillard Saint-Joseph Rouge 2018,19.3,-0.4747957750342334
4359,Champagne Larmandier-Bernier Grand Cru Les Chemins d'Avize 2011,85.6,1.9093152909980144
4605,Catherine et Claude Maréchal Savigny-Lès-Beaune Rouge 2016,32.2,-0.010918961281352507
4609,François Bergeret Hautes Côtes de Beaune Rouge 2017,11.8,-0.7444915969835827
4727,Paul Ginglinger Riesling Grand Cru Pfersigberg 2018,26.0,-0.23386750742614804
4364,Wemyss Malts Blended Malt Scotch Whisky The Hive,49.5,0.6111794013484798
4930,Domaine La Croix Belle Côtes de Thongue Blanc N°7 2018,17.5,-0.5395227723020772
4937,Domaine Rouge Garance Côtes du Rhône Feuille de Garance 2019,9.9,-0.8128145385440846
5956,Clos du Prieur Terrasses du Larzac 2018,17.2,-0.5503106051800513
4045,Pierre Gaillard Côte Rôtie 2018,42.6,0.3630592451550785
4634,Marcel Windholtz Eau de Vie de Marc de Gewurztraminer,41.0,0.3055241364725506
5818,Maison Trimbach Riesling Grand Cru Schlossberg 2015,63.5,1.1146116023205985
4187,Le Pas de l'Escalette Languedoc Les Petits Pas 2019,13.3,-0.6905524325937129
5548,Thierry Germain Saumur-Champigny Outre Terre 2017,48.8,0.5860077912998738
5796,Château Saransot-Dupré Bordeaux Blanc 2016,12.5,-0.7193199869349768
